Opportunity_ID,Account_ID,Sales_Rep_ID,Campaign_ID,Region,Industry,Account_Size,Product_Category,Deal_Size,Discount_%,Probability,Forecast_Category,Created_Date,Close_Date,Sales_Cycle_Days,Activity_Count,Is_Won,Is_Lost,Weighted_Revenue
189,538,18,8,EMEA,Pharma,Mid-Market,Instruments,142377,0.31,16.63,Pipeline,2023-02-22,2023-07-15,143,13,1,0,23677.2951
190,1471,24,12,APAC,Pharma,SMB,Services,24162,0.23,25.92,Pipeline,2025-11-04,2026-01-28,85,13,0,1,6262.790400000001
191,1283,13,1,Americas,Environmental,SMB,Consumables,6146,0.27,16.63,Pipeline,2025-12-19,2026-03-18,89,4,0,1,1022.0798
192,135,10,15,Americas,Pharma,Mid-Market,Services,93877,0.19,28.08,Pipeline,2025-02-10,2025-04-25,74,17,0,1,26360.6616
193,995,23,9,APAC,Industrial,Enterprise,Consumables,386405,0.26,19.8,Pipeline,2025-08-18,2026-02-02,168,8,1,0,76508.19
194,736,10,11,Americas,Diagnostics,Mid-Market,Consumables,58590,0.17,28.08,Pipeline,2024-02-13,2024-05-22,99,13,0,1,16452.072
195,1128,14,15,EMEA,Pharma,Mid-Market,Services,65784,0.34,30.89,Pipeline,2024-12-26,2025-03-20,84,2,1,0,20320.6776
196,1263,19,1,EMEA,Industrial,Enterprise,Services,306772,0.11,23.4,Pipeline,2023-09-20,2024-01-27,129,6,0,1,71784.648
197,1462,20,5,EMEA,Environmental,Mid-Market,Services,117530,0.28,25.74,Pipeline,2024-05-14,2024-09-08,117,9,1,0,30252.221999999994
198,866,1,2,APAC,Industrial,SMB,Instruments,45941,0.24,21.6,Pipeline,2025-12-02,2026-02-04,64,8,0,1,9923.256000000001
199,1444,15,1,Americas,Pharma,Mid-Market,Services,35036,0.2,18.0,Pipeline,2025-02-24,2025-07-02,128,9,0,1,6306.48
200,996,22,11,EMEA,Environmental,SMB,Instruments,7394,0.26,19.8,Pipeline,2024-05-26,2024-07-09,44,8,1,0,1464.0120000000002
201,313,12,2,APAC,Diagnostics,Mid-Market,Services,93341,0.26,37.07,Pipeline,2024-10-02,2024-12-21,80,19,0,1,34601.508700000006
202,879,15,7,Americas,Environmental,SMB,Instruments,40649,0.3,23.76,Pipeline,2024-04-02,2024-06-03,62,18,0,1,9658.2024
203,773,1,1,APAC,Life Sciences,SMB,Software,43850,0.15,18.0,Pipeline,2024-03-05,2024-05-22,78,3,1,0,7893.0
204,38,17,10,Americas,Environmental,SMB,Software,8252,0.22,18.0,Pipeline,2023-08-07,2023-10-08,62,9,0,1,1485.36
205,946,12,6,APAC,Industrial,SMB,Software,19366,0.25,28.08,Pipeline,2025-08-03,2025-10-24,82,12,0,1,5437.9728
206,1302,9,5,EMEA,Pharma,SMB,Software,38190,0.24,12.6,Pipeline,2024-02-27,2024-03-31,33,6,0,1,4811.94
207,238,8,2,EMEA,Environmental,Mid-Market,Consumables,69279,0.33,23.76,Pipeline,2024-10-31,2025-03-14,134,8,0,1,16460.6904
208,440,20,2,EMEA,Diagnostics,Mid-Market,Instruments,87554,0.1,23.4,Pipeline,2025-04-03,2025-08-29,148,2,0,1,20487.636
209,885,20,11,EMEA,Environmental,SMB,Instruments,41793,0.31,30.89,Pipeline,2025-06-24,2025-08-11,48,18,0,1,12909.8577
210,1073,25,9,APAC,Industrial,Enterprise,Consumables,473785,0.19,18.0,Pipeline,2024-06-01,2025-01-18,231,10,0,1,85281.3
211,676,24,11,APAC,Diagnostics,SMB,Consumables,39958,0.27,23.76,Pipeline,2023-01-13,2023-02-16,34,17,1,0,9494.0208
212,1381,22,5,EMEA,Environmental,SMB,Instruments,48466,0.21,18.0,Pipeline,2024-03-21,2024-05-02,42,8,0,1,8723.88
213,451,6,4,APAC,Diagnostics,Mid-Market,Software,35022,0.3,19.8,Pipeline,2024-04-20,2024-06-19,60,10,0,1,6934.356000000001
214,1004,8,14,EMEA,Environmental,SMB,Instruments,15420,0.24,18.0,Pipeline,2024-02-25,2024-04-26,61,5,1,0,2775.6
215,307,19,2,EMEA,Industrial,SMB,Services,13526,0.18,28.08,Pipeline,2024-02-25,2024-04-13,48,12,0,1,3798.1007999999997
216,26,5,11,Americas,Industrial,Mid-Market,Software,49720,0.29,16.63,Pipeline,2023-09-05,2023-12-14,100,14,0,1,8268.436
217,1200,3,1,Americas,Industrial,Enterprise,Software,450123,0.08,25.92,Pipeline,2025-11-21,2026-06-26,217,16,1,0,116671.88160000002
218,1484,16,12,APAC,Industrial,Mid-Market,Software,74794,0.21,15.12,Pipeline,2024-10-28,2025-03-08,131,8,1,0,11308.8528
219,89,7,10,Americas,Diagnostics,Mid-Market,Software,75798,0.21,15.12,Pipeline,2025-11-23,2026-03-09,106,2,0,1,11460.6576
220,121,12,14,APAC,Life Sciences,Enterprise,Consumables,119884,0.13,28.08,Pipeline,2024-12-17,2025-07-26,221,2,0,1,33663.4272
221,1328,16,3,APAC,Environmental,SMB,Software,46904,0.18,15.12,Pipeline,2024-02-11,2024-04-12,61,19,0,1,7091.8848
222,308,10,9,Americas,Diagnostics,Mid-Market,Instruments,147124,0.2,33.7,Pipeline,2024-12-14,2025-02-25,73,13,1,0,49580.788
223,48,10,15,Americas,Life Sciences,Mid-Market,Services,104320,0.24,28.08,Pipeline,2023-04-16,2023-08-17,123,15,0,1,29293.056
224,1427,13,5,Americas,Diagnostics,Mid-Market,Consumables,47513,0.34,13.86,Pipeline,2023-03-03,2023-05-30,88,9,0,1,6585.3018
225,819,9,15,EMEA,Environmental,Mid-Market,Software,122527,0.17,15.12,Pipeline,2025-01-26,,86,14,0,1,18526.0824
226,647,11,12,APAC,Life Sciences,SMB,Software,48129,0.08,18.0,Pipeline,2024-08-04,2024-10-14,71,7,0,1,8663.22
227,515,5,13,Americas,Pharma,Mid-Market,Services,71947,0.31,13.86,Pipeline,2023-02-13,2023-04-15,61,4,0,1,9971.8542
228,866,23,7,APAC,Industrial,SMB,Consumables,45626,0.15,21.6,Pipeline,2024-02-13,2024-03-31,47,19,1,0,9855.216
229,1301,3,12,Americas,Pharma,SMB,Instruments,12511,0.06,21.6,Pipeline,2024-07-13,2024-09-03,52,17,0,1,2702.376
230,158,22,12,EMEA,Pharma,SMB,Instruments,41021,0.3,23.76,Pipeline,2025-09-14,2025-11-02,49,15,0,1,9746.5896
231,360,17,2,Americas,Life Sciences,Mid-Market,Consumables,107829,0.28,23.76,Pipeline,2024-01-12,2024-04-12,91,18,0,1,25620.1704
232,918,7,8,Americas,Industrial,Mid-Market,Software,70927,0.2,12.6,Pipeline,2023-03-14,2023-05-19,66,4,1,0,8936.802
233,254,22,14,EMEA,Industrial,Mid-Market,Instruments,66440,0.09,18.0,Pipeline,2024-09-24,2025-01-15,113,6,0,1,11959.199999999999
234,30,24,3,APAC,Diagnostics,Mid-Market,Instruments,115333,0.27,23.76,Pipeline,2025-04-04,2025-08-06,124,13,0,1,27403.1208
235,1153,24,10,APAC,Environmental,SMB,Consumables,47224,0.08,21.6,Pipeline,2024-06-07,2024-08-29,83,13,1,0,10200.384000000002
236,201,3,7,Americas,Pharma,SMB,Instruments,35698,0.33,19.8,Pipeline,2023-01-23,,56,9,1,0,7068.204000000001
237,149,8,10,EMEA,Pharma,Mid-Market,Software,50819,0.13,25.92,Pipeline,2023-10-05,2023-12-25,81,18,0,1,13172.284800000001
238,1348,8,7,EMEA,Life Sciences,Mid-Market,Services,112838,0.27,23.76,Pipeline,2023-11-26,2024-02-06,72,4,0,1,26810.3088
239,1225,13,14,Americas,Pharma,Mid-Market,Software,36143,0.26,19.96,Pipeline,2025-10-03,2026-01-20,109,18,0,1,7214.1428
240,1143,21,4,Americas,Industrial,SMB,Instruments,36975,0.05,15.12,Pipeline,2024-08-30,2024-10-27,58,19,0,1,5590.62
241,983,9,13,EMEA,Environmental,Enterprise,Instruments,195636,0.33,16.63,Pipeline,2025-01-04,2025-08-13,221,15,0,1,32534.2668
242,623,16,9,APAC,Diagnostics,Enterprise,Services,450601,0.12,15.12,Pipeline,2023-05-25,2023-12-26,215,15,1,0,68130.8712
243,1204,20,9,EMEA,Life Sciences,SMB,Software,11340,0.12,23.4,Pipeline,2023-01-22,2023-03-12,49,3,0,1,2653.56
244,134,23,14,APAC,Life Sciences,Mid-Market,Services,65831,0.34,19.8,Pipeline,2024-01-30,2024-05-25,116,2,0,1,13034.538
245,950,23,9,APAC,Diagnostics,SMB,Consumables,12222,0.12,21.6,Pipeline,2024-04-04,2024-06-30,87,15,0,1,2639.952
246,138,18,2,EMEA,Diagnostics,Enterprise,Instruments,98738,0.17,12.6,Pipeline,2023-03-02,2023-08-26,177,5,0,1,12440.988
247,1397,6,9,APAC,Diagnostics,Enterprise,Consumables,348842,0.16,21.6,Pipeline,2023-11-21,2024-06-26,218,10,1,0,75349.872
248,870,23,1,APAC,Industrial,SMB,Instruments,12353,0.31,23.76,Pipeline,2025-09-04,2025-11-24,81,13,1,0,2935.0728
249,896,3,3,Americas,Environmental,Mid-Market,Services,138255,0.31,23.76,Pipeline,2025-11-19,2026-04-01,133,10,0,1,32849.388
250,406,4,11,Americas,Environmental,Mid-Market,Instruments,98808,0.1,18.0,Pipeline,2024-01-27,2024-05-04,98,7,0,1,17785.44
251,444,12,13,APAC,Diagnostics,Mid-Market,Instruments,67127,0.35,30.89,Pipeline,2023-10-25,2024-03-09,136,7,1,0,20735.530300000002
252,1064,5,7,Americas,Industrial,SMB,Instruments,34629,0.12,15.12,Pipeline,2023-10-26,2024-01-04,70,9,0,1,5235.9048
253,1042,1,8,APAC,Environmental,Mid-Market,Software,100226,0.12,18.0,Pipeline,2023-07-03,,147,5,1,0,18040.68
254,103,18,13,EMEA,Environmental,Mid-Market,Instruments,74712,0.29,16.63,Pipeline,2023-01-17,2023-03-25,67,11,0,1,12424.6056
255,1123,24,2,APAC,Industrial,Enterprise,Services,408097,0.17,25.92,Pipeline,2024-11-17,2025-04-07,141,14,0,1,105778.74240000002
256,956,13,4,Americas,Life Sciences,Enterprise,Services,197775,0.29,16.63,Pipeline,2023-02-10,2023-08-12,183,11,0,1,32889.9825
257,1326,6,3,APAC,Industrial,Mid-Market,Software,129089,0.14,18.0,Pipeline,2025-02-14,2025-05-03,78,4,0,1,23236.02
258,1158,20,3,EMEA,Industrial,SMB,Instruments,27391,0.32,25.74,Pipeline,2025-04-08,2025-05-13,35,6,0,1,7050.443399999999
259,1036,6,10,APAC,Diagnostics,Mid-Market,Consumables,138629,0.2,25.92,Pipeline,2025-10-15,2026-02-14,122,18,1,0,35932.63680000001
260,796,12,6,APAC,Environmental,Mid-Market,Consumables,70772,0.06,33.7,Pipeline,2024-10-05,2024-12-14,70,17,1,0,23850.164
261,382,20,4,EMEA,Diagnostics,SMB,Software,45783,0.33,25.74,Pipeline,2024-05-08,2024-08-02,86,3,0,1,11784.544199999998
262,531,15,11,Americas,Diagnostics,SMB,Instruments,37505,0.28,23.76,Pipeline,2025-12-13,2026-03-03,80,6,0,1,8911.188
263,619,16,10,APAC,Pharma,Enterprise,Instruments,421892,0.15,12.6,Pipeline,2023-08-14,2023-12-13,121,4,0,1,53158.392
264,645,20,2,EMEA,Pharma,Enterprise,Instruments,251997,0.27,25.74,Pipeline,2023-02-16,2023-08-10,175,8,0,1,64864.02779999999
265,1491,5,8,Americas,Life Sciences,Mid-Market,Software,78341,0.3,13.86,Pipeline,2024-09-03,2025-01-12,131,5,0,1,10858.0626
266,443,19,4,EMEA,Pharma,SMB,Instruments,44733,0.28,30.89,Pipeline,2024-10-23,2025-01-08,77,6,0,1,13818.0237
267,756,17,5,Americas,Diagnostics,Mid-Market,Services,100289,0.2,21.6,Pipeline,2024-02-16,2024-06-29,134,17,0,1,21662.424000000003
268,460,9,8,EMEA,Life Sciences,Mid-Market,Instruments,137661,0.32,13.86,Pipeline,2025-08-11,2025-11-05,86,3,0,1,19079.8146
269,1458,25,10,APAC,Life Sciences,Enterprise,Services,297673,0.16,18.0,Pipeline,2025-04-24,2025-09-08,137,9,1,0,53581.14
270,93,25,10,APAC,Life Sciences,SMB,Software,6980,0.22,21.6,Pipeline,2024-06-25,2024-09-09,76,15,0,1,1507.68
271,1442,14,9,EMEA,Pharma,Enterprise,Services,401116,0.2,23.4,Pipeline,2024-03-15,2024-10-13,212,6,0,1,93861.144
272,559,5,7,Americas,Pharma,SMB,Services,16400,0.23,15.12,Pipeline,2025-10-27,2026-01-14,79,5,0,1,2479.68
273,1024,2,15,APAC,Environmental,Mid-Market,Software,136769,0.21,21.6,Pipeline,2023-05-24,2023-08-30,98,17,0,1,29542.104000000003
274,211,6,6,APAC,Environmental,Mid-Market,Services,79173,0.3,23.76,Pipeline,2025-01-07,2025-03-21,73,12,0,1,18811.5048
275,833,1,1,APAC,Diagnostics,Mid-Market,Consumables,146394,0.17,21.6,Pipeline,2023-10-25,2024-02-17,115,3,0,1,31621.104000000003
276,773,9,4,EMEA,Life Sciences,SMB,Software,34917,0.06,12.6,Pipeline,2025-09-11,2025-11-17,67,5,0,1,4399.542
277,501,4,2,Americas,Pharma,Enterprise,Instruments,406864,0.21,21.6,Pipeline,2023-03-11,2023-09-05,178,19,0,1,87882.62400000001
278,799,19,7,EMEA,Environmental,Mid-Market,Consumables,124095,0.08,28.08,Pipeline,2023-02-15,2023-07-01,136,13,0,1,34845.876
279,1188,20,13,EMEA,Life Sciences,Mid-Market,Services,44329,0.12,23.4,Pipeline,2024-02-06,2024-05-24,108,3,0,1,10372.985999999999
280,884,1,2,APAC,Diagnostics,SMB,Consumables,9421,0.3,23.76,Pipeline,2025-01-22,,32,12,1,0,2238.4296
281,606,17,2,Americas,Diagnostics,SMB,Software,29269,0.3,23.76,Pipeline,2025-04-27,2025-06-18,52,19,0,1,6954.3144
282,422,1,8,APAC,Pharma,Mid-Market,Services,66987,0.34,19.8,Pipeline,2024-05-07,2024-09-05,121,7,1,0,13263.426000000001
283,823,18,13,EMEA,Pharma,Mid-Market,Consumables,109800,0.34,16.63,Pipeline,2024-01-29,2024-06-02,125,13,0,1,18259.74
284,958,9,2,EMEA,Environmental,Enterprise,Software,113957,0.27,16.63,Pipeline,2023-03-27,2023-10-04,191,11,0,1,18951.0491
285,1089,2,9,APAC,Life Sciences,SMB,Software,40218,0.1,18.0,Pipeline,2023-05-08,2023-07-24,77,9,1,0,7239.24
286,122,6,13,APAC,Life Sciences,Mid-Market,Software,63929,0.15,18.0,Pipeline,2024-04-07,2024-08-22,137,2,1,0,11507.22
287,899,22,5,EMEA,Diagnostics,Enterprise,Instruments,451155,0.21,21.6,Pipeline,2024-12-09,2025-06-07,180,6,1,0,97449.48000000001
288,142,22,15,EMEA,Environmental,Enterprise,Instruments,393590,0.15,21.6,Pipeline,2024-01-16,2024-07-17,183,14,0,1,85015.44000000002
289,208,20,13,EMEA,Pharma,Enterprise,Instruments,451709,0.25,33.7,Pipeline,2025-12-09,2026-04-08,120,15,0,1,152225.93300000002
290,1324,4,15,Americas,Pharma,Mid-Market,Software,145763,0.22,21.6,Pipeline,2024-07-09,2024-10-25,108,12,0,1,31484.808000000005
291,694,13,15,Americas,Environmental,Enterprise,Software,208717,0.19,15.12,Pipeline,2025-01-14,,178,19,0,1,31558.0104
292,1230,6,3,APAC,Diagnostics,Mid-Market,Services,109769,0.34,23.76,Pipeline,2025-01-19,2025-05-18,119,11,0,1,26081.114400000002
293,438,7,13,Americas,Environmental,SMB,Services,11244,0.22,15.12,Pipeline,2024-12-27,2025-03-11,74,2,1,0,1700.0928000000001
294,530,7,6,Americas,Diagnostics,SMB,Services,23210,0.3,16.63,Pipeline,2025-09-07,2025-11-04,58,18,0,1,3859.823
295,483,2,10,APAC,Diagnostics,SMB,Services,28406,0.16,18.0,Pipeline,2023-08-07,2023-10-10,64,9,1,0,5113.08
296,685,20,6,EMEA,Pharma,Mid-Market,Consumables,132137,0.11,28.08,Pipeline,2024-08-04,,129,19,0,1,37104.0696
297,1090,1,12,APAC,Pharma,Mid-Market,Services,80118,0.07,18.0,Pipeline,2023-06-11,2023-08-21,71,3,0,1,14421.24
298,233,18,6,EMEA,Pharma,Mid-Market,Services,52300,0.3,13.86,Pipeline,2024-03-21,2024-06-26,97,2,0,1,7248.78
299,573,23,9,APAC,Life Sciences,SMB,Software,12501,0.12,21.6,Pipeline,2024-09-05,2024-11-02,58,18,0,1,2700.2160000000003
300,841,21,14,Americas,Environmental,SMB,Software,23978,0.23,15.12,Pipeline,2025-03-09,2025-04-27,49,17,0,1,3625.4736
301,697,3,7,Americas,Diagnostics,SMB,Instruments,27393,0.05,21.6,Pipeline,2024-11-14,2025-01-09,56,7,1,0,5916.888000000001
302,162,1,14,APAC,Environmental,SMB,Instruments,17964,0.34,23.76,Pipeline,2024-11-04,2024-12-26,52,5,0,1,4268.2464
303,54,15,2,Americas,Environmental,Mid-Market,Services,123595,0.32,23.76,Pipeline,2025-04-15,2025-08-03,110,14,1,0,29366.172000000002
304,1155,15,7,Americas,Life Sciences,SMB,Instruments,23107,0.16,21.6,Pipeline,2025-04-16,2025-06-20,65,13,0,1,4991.112000000001
305,663,16,15,APAC,Diagnostics,SMB,Services,37222,0.13,18.14,Pipeline,2023-10-09,2023-12-23,75,17,0,1,6752.0708
306,1112,6,10,APAC,Life Sciences,SMB,Software,23814,0.16,21.6,Pipeline,2025-07-19,2025-08-26,38,19,1,0,5143.8240000000005
307,42,17,1,Americas,Industrial,SMB,Consumables,39240,0.24,21.6,Pipeline,2024-03-30,2024-05-02,33,13,0,1,8475.84
308,823,2,11,APAC,Pharma,Mid-Market,Instruments,139794,0.31,19.8,Pipeline,2023-03-26,2023-08-10,137,7,0,1,27679.212
309,1035,14,4,EMEA,Life Sciences,Enterprise,Instruments,98180,0.28,37.07,Pipeline,2024-12-29,2025-05-19,141,13,0,1,36395.326
310,379,24,5,APAC,Environmental,SMB,Services,48791,0.05,18.0,Pipeline,2025-02-08,2025-04-22,73,7,0,1,8782.38
311,1010,12,1,APAC,Diagnostics,Mid-Market,Services,66383,0.07,23.4,Pipeline,2023-09-07,2023-12-29,113,5,0,1,15533.622
312,1247,14,3,EMEA,Diagnostics,SMB,Consumables,46555,0.33,37.07,Pipeline,2025-12-03,2026-02-19,78,17,0,1,17257.9385
313,683,3,1,Americas,Environmental,Enterprise,Consumables,192674,0.22,18.0,Pipeline,2025-09-08,2026-02-09,154,3,0,1,34681.32
314,619,21,11,Americas,Pharma,Enterprise,Services,468706,0.3,13.86,Pipeline,2023-07-07,2023-12-02,148,3,0,1,64962.6516
315,720,15,8,Americas,Environmental,Mid-Market,Software,32695,0.08,21.6,Pipeline,2025-03-30,2025-06-24,86,14,0,1,7062.120000000001
316,305,8,12,EMEA,Diagnostics,SMB,Consumables,27995,0.24,25.92,Pipeline,2024-12-03,2025-01-22,50,14,0,1,7256.304000000001
317,387,8,1,EMEA,Industrial,Mid-Market,Software,149708,0.08,21.6,Pipeline,2024-12-27,2025-03-05,68,5,0,1,32336.928000000004
318,1443,13,4,Americas,Diagnostics,Enterprise,Consumables,380788,0.34,19.96,Pipeline,2024-10-21,2025-03-06,136,13,1,0,76005.2848
319,907,21,12,Americas,Environmental,SMB,Consumables,49757,0.09,15.12,Pipeline,2025-03-01,2025-05-18,78,17,0,1,7523.2584
320,246,17,5,Americas,Diagnostics,SMB,Software,14795,0.22,21.6,Pipeline,2024-08-07,,41,12,0,1,3195.7200000000003
321,1397,16,5,APAC,Diagnostics,Enterprise,Consumables,327768,0.1,15.12,Pipeline,2025-06-25,2026-02-08,228,14,0,1,49558.5216
322,873,17,14,Americas,Diagnostics,Mid-Market,Instruments,111483,0.27,23.76,Pipeline,2025-03-08,2025-08-02,147,15,1,0,26488.360800000002
323,1469,12,9,APAC,Pharma,SMB,Instruments,14274,0.16,23.4,Pipeline,2025-09-12,2025-11-22,71,4,0,1,3340.116
324,1269,10,12,Americas,Pharma,Enterprise,Consumables,257507,0.1,28.08,Pipeline,2025-05-07,2025-09-26,142,12,0,1,72307.9656
325,614,1,14,APAC,Diagnostics,Enterprise,Instruments,189713,0.11,21.6,Pipeline,2023-12-07,2024-05-22,167,7,0,1,40978.008
326,714,18,2,EMEA,Pharma,Enterprise,Instruments,97211,0.21,12.6,Pipeline,2023-06-10,2023-10-25,137,5,0,1,12248.586
327,74,20,9,EMEA,Industrial,Mid-Market,Services,81256,0.21,28.08,Pipeline,2024-12-06,2025-04-20,135,6,1,0,22816.6848
328,691,16,13,APAC,Pharma,SMB,Software,47959,0.1,15.12,Pipeline,2025-01-04,,46,14,1,0,7251.4008
329,311,5,2,Americas,Diagnostics,Mid-Market,Software,110500,0.07,12.6,Pipeline,2023-03-09,2023-06-02,85,2,0,1,13923.0
330,756,3,6,Americas,Diagnostics,Mid-Market,Services,125237,0.06,21.6,Pipeline,2024-01-17,2024-05-29,133,16,1,0,27051.192000000003
331,1244,13,4,Americas,Life Sciences,SMB,Software,9987,0.19,18.14,Pipeline,2023-11-23,2024-02-02,71,12,0,1,1811.6418
332,1433,17,5,Americas,Life Sciences,Mid-Market,Instruments,116350,0.31,23.76,Pipeline,2023-02-09,,128,17,1,0,27644.760000000002
333,156,21,13,Americas,Industrial,Mid-Market,Instruments,101891,0.19,12.6,Pipeline,2023-01-18,2023-03-22,63,7,0,1,12838.266
334,219,23,8,APAC,Pharma,Enterprise,Software,299157,0.26,19.8,Pipeline,2025-09-15,2026-03-13,179,9,1,0,59233.086
335,33,18,3,EMEA,Diagnostics,Mid-Market,Instruments,82847,0.33,16.63,Pipeline,2025-07-15,2025-11-16,124,17,0,1,13777.4561
336,68,11,1,APAC,Environmental,Enterprise,Services,476976,0.15,18.0,Pipeline,2025-01-14,2025-06-10,147,2,0,1,85855.68
337,1373,18,3,EMEA,Pharma,SMB,Software,11440,0.24,12.6,Pipeline,2023-03-14,2023-06-09,87,7,1,0,1441.44
338,156,21,1,Americas,Industrial,Mid-Market,Consumables,120060,0.15,15.12,Pipeline,2023-07-31,2023-10-18,79,19,0,1,18153.072
339,507,1,8,APAC,Pharma,SMB,Instruments,18563,0.25,21.6,Pipeline,2023-02-01,2023-03-21,48,15,0,1,4009.6080000000006
340,1335,21,2,Americas,Diagnostics,SMB,Software,8112,0.22,12.6,Pipeline,2024-03-11,2024-04-13,33,4,0,1,1022.112
341,1,18,9,EMEA,Environmental,SMB,Instruments,36543,0.28,16.63,Pipeline,2025-05-14,2025-07-04,51,18,0,1,6077.1009
342,1269,20,9,EMEA,Pharma,Enterprise,Consumables,475331,0.11,23.4,Pipeline,2025-06-27,,184,8,1,0,111227.454
343,389,6,2,APAC,Pharma,SMB,Software,34157,0.08,18.0,Pipeline,2023-04-15,2023-06-23,69,2,0,1,6148.26
344,412,25,13,APAC,Environmental,SMB,Services,8951,0.13,21.6,Pipeline,2024-06-11,2024-07-29,48,12,0,1,1933.4160000000002
345,1480,11,6,APAC,Diagnostics,SMB,Services,45778,0.18,18.0,Pipeline,2024-02-14,2024-05-05,81,6,0,1,8240.039999999999
346,1075,11,14,APAC,Diagnostics,Mid-Market,Consumables,32335,0.23,25.92,Pipeline,2025-10-10,2025-12-31,82,11,0,1,8381.232000000002
347,579,1,9,APAC,Pharma,Mid-Market,Instruments,122922,0.22,18.0,Pipeline,2025-01-28,2025-04-02,64,8,0,1,22125.96
348,1092,24,7,APAC,Life Sciences,SMB,Software,7845,0.13,21.6,Pipeline,2023-12-25,2024-02-11,48,9,0,1,1694.5200000000002
349,1188,8,4,EMEA,Life Sciences,Mid-Market,Software,55771,0.19,21.6,Pipeline,2023-08-08,2023-11-19,103,11,0,1,12046.536000000002
350,43,6,7,APAC,Environmental,SMB,Consumables,19274,0.17,18.0,Pipeline,2024-06-16,2024-08-27,72,7,0,1,3469.3199999999997
351,795,3,7,Americas,Pharma,Enterprise,Instruments,390905,0.14,21.6,Pipeline,2024-03-12,2024-10-29,231,16,0,1,84435.48000000001
352,1333,14,1,EMEA,Diagnostics,Mid-Market,Services,102733,0.09,28.08,Pipeline,2024-11-18,2025-01-30,73,2,0,1,28847.4264
353,1321,12,6,APAC,Environmental,SMB,Software,38383,0.13,28.08,Pipeline,2025-02-07,2025-03-20,41,19,0,1,10777.946399999999
354,481,4,2,Americas,Environmental,Enterprise,Software,235301,0.22,21.6,Pipeline,2025-11-12,2026-03-22,130,2,0,1,50825.016
355,1338,22,4,EMEA,Environmental,Mid-Market,Instruments,97635,0.31,23.76,Pipeline,2023-03-11,2023-06-20,101,12,0,1,23198.076
356,1103,24,11,APAC,Pharma,Mid-Market,Software,49404,0.24,18.0,Pipeline,2023-06-15,2023-09-21,98,8,0,1,8892.72
357,360,9,10,EMEA,Life Sciences,Mid-Market,Services,33376,0.11,15.12,Pipeline,2024-05-06,2024-08-18,104,18,0,1,5046.4512
358,29,18,14,EMEA,Life Sciences,Mid-Market,Instruments,108552,0.06,12.6,Pipeline,2023-01-31,2023-05-29,118,2,0,1,13677.552
359,1418,2,14,APAC,Pharma,SMB,Instruments,48839,0.11,25.92,Pipeline,2025-10-03,2025-12-27,85,12,0,1,12659.068800000003
360,1107,16,3,APAC,Environmental,SMB,Services,46568,0.18,12.6,Pipeline,2023-01-09,2023-04-06,87,8,0,1,5867.568
361,1361,20,7,EMEA,Environmental,SMB,Consumables,41918,0.07,23.4,Pipeline,2025-07-26,2025-10-12,78,4,0,1,9808.812
362,1419,17,6,Americas,Industrial,Enterprise,Services,156548,0.09,18.0,Pipeline,2024-04-05,2024-11-11,220,9,0,1,28178.64
363,989,8,10,EMEA,Environmental,Enterprise,Consumables,185276,0.23,25.92,Pipeline,2024-11-16,2025-07-01,227,18,0,1,48023.53920000001
364,62,21,8,Americas,Pharma,SMB,Software,9586,0.24,18.14,Pipeline,2023-11-05,2023-12-08,33,17,1,0,1738.9004
365,629,24,4,APAC,Environmental,SMB,Services,42295,0.32,23.76,Pipeline,2025-01-05,2025-02-28,54,11,1,0,10049.292
366,737,4,9,Americas,Pharma,Enterprise,Instruments,193881,0.32,19.8,Pipeline,2023-05-25,2023-11-12,171,9,1,0,38388.438
367,422,17,13,Americas,Pharma,Mid-Market,Software,83937,0.17,18.0,Pipeline,2025-01-18,2025-04-10,82,5,0,1,15108.66
368,884,17,10,Americas,Diagnostics,SMB,Services,9298,0.11,21.6,Pipeline,2025-08-06,2025-10-26,81,14,0,1,2008.3680000000002
369,919,8,1,EMEA,Industrial,Mid-Market,Consumables,106014,0.12,18.0,Pipeline,2025-06-25,2025-09-10,77,4,0,1,19082.52
370,1109,8,1,EMEA,Life Sciences,SMB,Instruments,16325,0.26,28.51,Pipeline,2023-11-20,2024-01-27,68,19,1,0,4654.257500000001
371,339,14,12,EMEA,Industrial,Enterprise,Instruments,481867,0.18,23.4,Pipeline,2024-01-14,2024-07-03,171,3,0,1,112756.878
372,1336,18,9,EMEA,Industrial,SMB,Services,47009,0.18,12.6,Pipeline,2023-05-24,2023-08-11,79,5,0,1,5923.134
373,445,6,7,APAC,Life Sciences,Enterprise,Instruments,289831,0.14,21.6,Pipeline,2025-09-28,2026-02-14,139,14,0,1,62603.49600000001
374,1149,25,9,APAC,Diagnostics,SMB,Consumables,9142,0.11,18.0,Pipeline,2025-03-18,2025-05-22,65,2,0,1,1645.56
375,635,13,4,Americas,Diagnostics,Mid-Market,Software,116814,0.25,15.12,Pipeline,2025-02-16,2025-06-28,132,14,0,1,17662.2768
